  2 0.448900e-02 
  2 0.498000e-03 
  6 0.404000e-03 
  2 0.510000e-04 
  6 0.280000e-04 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  22     7
  2 0.496600e-02 
  2 0.561000e-03 
  6 0.461000e-03 
  2 0.580000e-04 
  6 0.330000e-04 
  2 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  23     7
  2 0.546600e-02 
  2 0.627000e-03 
  6 0.521000e-03 
  2 0.660000e-04 
  6 0.370000e-04 
  3 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  24    7
  2 0.599100e-02 
  2 0.698000e-03 
  6 0.585000e-03 
  2 0.750000e-04 
  6 0.430000e-04 
  5 0.200000e-04 
  1 0.600000e-05 
          -1          -1
  25    7
  2 0.653800e-02 
  2 0.769000e-03 
  6 0.651000e-03 
  2 0.820000e-04 
  6 0.470000e-04 
  5 0.110000e-04 
  2 0.600000e-05 
          -1          -1
  26    7
  2 0.711100e-02 
  2 0.848000e-03 
  6 0.721000e-03 
  2 0.920000e-04 
  6 0.530000e-04 
  6 0.800000e-05 
  2 0.600000e-05 
          -1          -1
  27    7
  2 0.771100e-02 
  2 0.927000e-03 
  6 0.796000e-03 
  2 0.101000e-03 
  6 0.590000e-04 
  7 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  28    7
  2 0.833200e-02 
  2 0.101000e-02 
  6 0.871000e-03 
  2 0.111000e-03 
  6 0.670000e-04 
  8 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  29    7
  2 0.898000e-02 
  2 0.109900e-02 
  6 0.953000e-03 
  2 0.122000e-03 
  6 0.770000e-04 
  10 0.800000e-05 
  1 0.800000e-05 
          -1          -1
  30    7
  2 0.966100e-02 
  2 0.119600e-02 
  6 0.104500e-02 
  2 0.140000e-03 
  6 0.910000e-04 
  10 0.900000e-05 
  2 0.900000e-05 
          -1          -1
  31    8
  2 0.103670e-01 
  2 0.129800e-02 
  6 0.114300e-02 
  2 0.158000e-03 
  6 0.107000e-03 
  10 0.180000e-04 
  2 0.600000e-05 
  1 0.600000e-05 
          -1          -1
  32    8
  2 0.111040e-01 
  2 0.141300e-02 
  6 0.124900e-02 
  2 0.181000e-03 
  6 0.129000e-03 
  10 0.290000e-04 
  2 0.800000e-05 
  2 0.800000e-05 
          -1          -1
  33    8
  2 0.118670e-01 
  2 0.152700e-02 
  6 0.135900e-02 
  2 0.204000e-03 
  6 0.147000e-03 
  10 0.420000e-04 
  2 0.100000e-04 
  3 0.100000e-04 
          -1          -1
  34    8
  2 0.126580e-01 
  2 0.165400e-02 
  6 0.147600e-02 
  2 0.231000e-03 
  6 0.167000e-03 
  10 0.560000e-04 
  2 0.100000e-04 
  4 0.100000e-04 
          -1          -1
  35    8
  2 0.134740e-01 
  2 0.178200e-02 
  6 0.159600e-02  
  2 0.257000e-03 
  6 0.189000e-03 
  10 0.700000e-04 
  2 0.270000e-04 
  5 0.120000e-04 
          -1          -1
  36    12
  2 0.143260e-01 
  2 0.192500e-02 
  2 0.173100e-02 
  4 0.167800e-02 
  2 0.293000e-03 
  2 0.222000e-03 
  4 0.214000e-03 
  4 0.950000e-04 
  6 0.940000e-04 
  2 0.270000e-04 
  2 0.140000e-04 
  4 0.140000e-04 
          -1          -1
  37    13
  2 0.152000e-01 
  2 0.206500e-02 
  2 0.186500e-02 
  4 0.180500e-02 
  2 0.321000e-03 
  2 0.248000e-03 
  4 0.239000e-03 
  4 0.112000e-03 
  6 0.111000e-03 
  2 0.290000e-04 
  2 0.140000e-04 
  4 0.140000e-04 
  1 0.600000e-05 
          -1          -1
  38    13
  2 0.161050e-01 
  2 0.221600e-02 
  2 0.200700e-02 
  4 0.194000e-02 
  2 0.358000e-03 
  2 0.280000e-03 
  4 0.269000e-03 
  4 0.135000e-03 
  6 0.133000e-03 
  2 0.380000e-04 
  2 0.200000e-04 
  4 0.200000e-04 
  2 0.600000e-05 
          -1          -1
  39    14
  2 0.170390e-01 
  2 0.237300e-02 
  2 0.215500e-02 
  4 0.208000e-02 
  2 0.395000e-03 
  2 0.313000e-03 
  4 0.301000e-03 
  4 0.160000e-03 
  6 0.158000e-03 
  2 0.460000e-04 
  2 0.260000e-04 
  4 0.260000e-04 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  40    14
  2 0.180000e-01 
  2 0.253400e-02 
  2 0.230900e-02 
  4 0.222500e-02 
  2 0.433000e-03 
  2 0.347000e-03 
  4 0.333000e-03 
  4 0.185000e-03 
  6 0.182000e-03 
  2 0.540000e-04 
  2 0.310000e-04 
  4 0.310000e-04 
  2 0.700000e-05 
  2 0.600000e-05 
          -1          -1
  41    14
  2 0.189830e-01 
  2 0.269500e-02 
  2 0.246200e-02 
  4 0.236800e-02 
  2 0.466000e-03 
  2 0.376000e-03 
  4 0.360000e-03 
  4 0.205000e-03 
  6 0.202000e-03 
  2 0.550000e-04 
  2 0.310000e-04 
  4 0.310000e-04 
  4 0.700000e-05 
  1 0.600000e-05 
          -1          -1
  42    15
  2 0.200000e-01 
  2 0.286600e-02 
  2 0.262500e-02 
  4 0.252000e-02 
  2 0.505000e-03 
  2 0.410000e-03 
  4 0.393000e-03 
  4 0.230000e-03 
  6 0.226000e-03 
  2 0.620000e-04 
  2 0.350000e-04 
  4 0.350000e-04 
  4 0.700000e-05 
  1 0.700000e-05 
  1 0.600000e-05 
          -1          -1
  43    15
  2 0.210440e-01 
  2 0.304200e-02 
  2 0.279300e-02 
  4 0.267700e-02 
  2 0.544000e-03 
  2 0.445000e-03 
  4 0.425000e-03 
  4 0.257000e-03 
  6 0.253000e-03 
  2 0.680000e-04 
  2 0.390000e-04 
  4 0.390000e-04 
  4 0.700000e-05 
  2 0.700000e-05 
  1 0.600000e-05 
          -1          -1
  44    15
  2 0.221170e-01 
  2 0.322400e-02 
  2 0.296700e-02 
  4 0.283800e-02 
  2 0.585000e-03 
  2 0.483000e-03 
  4 0.461000e-03 
  4 0.284000e-03 
  6 0.279000e-03 
  2 0.750000e-04 
  2 0.430000e-04 
  4 0.430000e-04 
  4 0.700000e-05 
  3 0.700000e-05 
  1 0.600000e-05 
          -1          -1
  45    15
  2 0.232200e-01
  2 0.341200e-02
  2 0.314600e-02
  4 0.300400e-02
  2 0.627000e-03
  2 0.521000e-03
  4 0.496000e-03
  4 0.312000e-03
  6 0.307000e-03
  2 0.810000e-04
  2 0.480000e-04
  4 0.480000e-04
  4 0.700000e-05
  4 0.700000e-05
  1 0.600000e-05
          -1          -1
  46    14
  2 0.243500e-01 
  2 0.360500e-02 
  2 0.333100e-02 
  4 0.317400e-02 
  2 0.670000e-03 
  2 0.559000e-03 
  4 0.531000e-03 
  4 0.340000e-03 
  6 0.335000e-03 
  2 0.860000e-04 
  2 0.510000e-04 
  4 0.510000e-04 
  4 0.800000e-05 
  6 0.800000e-05 
          -1          -1
  47    15
  2 0.255140e-01 
  2 0.380600e-02 
  2 0.352400e-02 
  4 0.335200e-02 
  2 0.717000e-03 
  2 0.602000e-03 
  4 0.573000e-03 
  4 0.374000e-03 
  6 0.368000e-03 
  2 0.950000e-04 
  2 0.590000e-04 
  4 0.590000e-04 
  4 0.800000e-05 
  6 0.800000e-05 
  1 0.800000e-05 
          -1          -1
  48    15
  2 0.267110e-01 
  2 0.401800e-02 
  2 0.372700e-02 
  4 0.353800e-02 
  2 0.770000e-03 
  2 0.651000e-03 
  4 0.617000e-03 
  4 0.411000e-03 
  6 0.405000e-03 
  2 0.108000e-03 
  2 0.670000e-04 
  4 0.670000e-04 
  4 0.900000e-05 
  6 0.900000e-05 
  2 0.900000e-05 
          -1          -1
  49    16
  2 0.279400e-01 
  2 0.423800e-02 
  2 0.393800e-02 
  4 0.373000e-02 
  2 0.826000e-03 
  2 0.702000e-03 
  4 0.664000e-03 
  4 0.451000e-03 
  6 0.444000e-03 
  2 0.122000e-03 
  2 0.770000e-04 
  4 0.770000e-04 
  4 0.160000e-04 
  6 0.160000e-04 
  2 0.600000e-05 
  1 0.600000e-05 
          -1          -1
  50    16
  2 0.292000e-01 
  2 0.446500e-02 
  2 0.415600e-02 
  4 0.392900e-02 
  2 0.884000e-03 
  2 0.757000e-03 
  4 0.715000e-03 
  4 0.496000e-03 
  6 0.485000e-03 
  2 0.137000e-03 
  2 0.890000e-04 
  4 0.890000e-04 
  4 0.250000e-04 
  6 0.240000e-04 
  2 0.700000e-05 
  2 0.700000e-05 
          -1          -1
  51    17
  2 0.304910e-01 
  2 0.469900e-02 
  2 0.438100e-02 
  4 0.413200e-02 
  2 0.944000e-03 
  2 0.812000e-03 
  4 0.766000e-03 
  4 0.537000e-03 
  6 0.528000e-03 
  2 0.152000e-03 
  2 0.990000e-04 
  4 0.990000e-04 
  4 0.330000e-04 
  6 0.320000e-04 
  2 0.800000e-05 
  2 0.800000e-05 
  1 0.800000e-05 
          -1          -1
  52    17
  2 0.318140e-01 
  2 0.493900e-02 
  2 0.461200e-02 
  4 0.434100e-02 
  2 0.100600e-02 
  2 0.870000e-03 
  4 0.819000e-03 
  4 0.583000e-03 
  6 0.573000e-03 
  2 0.169000e-03 
  2 0.110000e-03 
  4 0.110000e-03 
  4 0.420000e-04 
  6 0.400000e-04 
  2 0.120000e-04 
  2 0.900000e-05 
  2 0.900000e-05 
          -1          -1
  53    17
  2 0.331700e-01 
  2 0.518800e-02 
  2 0.485200e-02 
  4 0.455700e-02 
  2 0.107200e-02 
  2 0.931000e-03 
  4 0.875000e-03 
  4 0.631000e-03 
  6 0.620000e-03 
  2 0.186000e-03 
  2 0.123000e-03 
  4 0.123000e-03 
  4 0.500000e-04 
  6 0.500000e-04 
  2 0.140000e-04 
  2 0.100000e-04 
  3 0.100000e-04 
          -1          -1
  54    17
  2 0.345660e-01 
  2 0.545300e-02 
  2 0.510700e-02 
  4 0.478700e-02 
  2 0.114900e-02 
  2 0.100200e-02 
  4 0.941000e-03 
  4 0.689000e-03 
  6 0.677000e-03 
  2 0.213000e-03 
  2 0.146000e-03 
  4 0.146000e-03 
  4 0.690000e-04 
  6 0.680000e-04 
  2 0.230000e-04 
  2 0.130000e-04 
  4 0.120000e-04 
          -1          -1
  55    18
  2 0.359850e-01 
  2 0.571300e-02 
  2 0.536000e-02 
  4 0.501200e-02 
  2 0.121700e-02 
  2 0.106500e-02 
  4 0.998000e-03 
  4 0.740000e-03 
  6 0.724000e-03 
  2 0.231000e-03 
  2 0.162000e-03 
  4 0.162000e-03 
  4 0.770000e-04 
  6 0.750000e-04 
  2 0.230000e-04 
  2 0.130000e-04 
  4 0.110000e-04 
  1 0.600000e-05 
          -1          -1
  56    18
  2 0.374410e-01 
  2 0.598700e-02 
  2 0.562400e-02 
  4 0.524700e-02 
  2 0.129300e-02 
  2 0.113700e-02 
  4 0.106300e-02 
  4 0.796000e-03 
  6 0.781000e-03 
  2 0.253000e-03 
  2 0.180000e-03 
  4 0.180000e-03 
  4 0.930000e-04 
  6 0.900000e-04 
  2 0.400000e-04 
  2 0.170000e-04 
  4 0.150000e-04 
  2 0.600000e-05 
          -1          -1
  57    19
  2 0.389250e-01
  2 0.626700e-02
  2 0.589100e-02
  4 0.548300e-02
  2 0.136200e-02
  2 0.120500e-02
  4 0.112400e-02
  4 0.852000e-03
  6 0.835000e-03
  2 0.271000e-03
  2 0.196000e-03
  4 0.196000e-03
  4 0.103000e-03
  6 0.103000e-03
  2 0.360000e-04
  2 0.180000e-04
  4 0.180000e-04
  1 0.600000e-05
  2 0.600000e-05
          -1          -1
  58    20
  2 0.404440e-01 
  2 0.654900e-02 
  2 0.616500e-02 
  4 0.572400e-02 
  2 0.143500e-02 
  2 0.127300e-02 
  4 0.118600e-02 
  4 0.901000e-03 
  6 0.883000e-03 
  2 0.289000e-03 
  2 0.207000e-03 
  4 0.207000e-03 
  4 0.112000e-03 
  6 0.108000e-03 
  1 0.380000e-04 
  2 0.380000e-04 
  2 0.180000e-04 
  4 0.180000e-04 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  59    19
  2 0.419910e-01 
  2 0.683500e-02 
  2 0.644100e-02 
  4 0.596500e-02 
  2 0.151100e-02 
  2 0.133800e-02 
  4 0.124300e-02 
  4 0.951000e-03 
  6 0.931000e-03 
  2 0.304000e-03 
  2 0.218000e-03 
  4 0.218000e-03 
  4 0.118000e-03 
  6 0.115000e-03 
  2 0.380000e-04 
  2 0.230000e-04 
  4 0.230000e-04 
  3 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  60    19
  2 0.435690e-01 
  2 0.712600e-02 
  2 0.672200e-02 
  4 0.620800e-02 
  2 0.157600e-02 
  2 0.140300e-02 
  4 0.129800e-02 
  4 0.100000e-02 
  6 0.978000e-03 
  2 0.321000e-03 
  2 0.230000e-03 
  4 0.230000e-03 
  4 0.124000e-03 
  6 0.121000e-03 
  2 0.380000e-04 
  2 0.220000e-04 
  4 0.220000e-04 
  4 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  61    19
  2 0.451850e-01 
  2 0.743000e-02 
  2 0.701500e-02 
  4 0.646500e-02 
  2 0.165600e-02 
  2 0.147800e-02 
  4 0.136400e-02 
  4 0.106000e-02 
  6 0.103400e-02 
  2 0.337000e-03 
  2 0.242000e-03 
  4 0.242000e-03 
  4 0.133000e-03 
  6 0.129000e-03 
  2 0.380000e-04 
  2 0.220000e-04 
  4 0.220000e-04 
  5 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  62    19
  2 0.468350e-01 
  2 0.773700e-02 
  2 0.731200e-02 
  4 0.671700e-02 
  2 0.172800e-02 
  2 0.154600e-02 
  4 0.142500e-02 
  4 0.111100e-02 
  6 0.108500e-02 
  2 0.351000e-03 
  2 0.251000e-03 
  4 0.251000e-03 
  4 0.137000e-03 
  6 0.132000e-03 
  2 0.330000e-04 
  2 0.260000e-04 
  4 0.260000e-04 
  6 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  63    20
  2 0.485190e-01 
  2 0.805200e-02 
  2 0.761800e-02 
  4 0.697700e-02 
  2 0.180500e-02 
  2 0.161900e-02 
  4 0.148600e-02 
  4 0.116600e-02 
  6 0.113600e-02 
  2 0.366000e-03 
  2 0.261000e-03 
  4 0.261000e-03 
  4 0.141000e-03 
  6 0.136000e-03 
  2 0.370000e-04 
  2 0.270000e-04 
  4 0.270000e-04 
  6 0.600000e-05 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  64    21
  2 0.502390e-01 
  2 0.837600e-02 
  2 0.793100e-02 
  4 0.724300e-02 
  2 0.188800e-02 
  2 0.169500e-02 
  4 0.155100e-02 
  4 0.122500e-02 
  6 0.119300e-02 
  2 0.383000e-03 
  2 0.311000e-03 
  4 0.272000e-03 
  4 0.147000e-03 
  6 0.142000e-03 
  2 0.430000e-04 
  2 0.280000e-04 
  4 0.280000e-04 
  6 0.600000e-05 
  1 0.600000e-05 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  65    20
  2 0.519960e-01 
  2 0.870800e-02 
  2 0.825200e-02 
  4 0.751500e-02 
  2 0.197000e-02 
  2 0.177000e-02 
  4 0.161400e-02 
  4 0.127800e-02 
  6 0.124400e-02 
  2 0.400000e-03 
  2 0.322000e-03 
  4 0.284000e-03 
  4 0.152000e-03 
  6 0.148000e-03 
  2 0.420000e-04 
  2 0.280000e-04 
  4 0.280000e-04 
  6 0.600000e-05 
  3 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  66    20
  2 0.537880e-01 
  2 0.904700e-02 
  2 0.858100e-02 
  4 0.779000e-02 
  2 0.205000e-02 
  2 0.184500e-02 
  4 0.167900e-02 
  4 0.133500e-02 
  6 0.129800e-02 
  2 0.419000e-03 
  2 0.339000e-03 
  4 0.297000e-03 
  4 0.158000e-03 
  6 0.155000e-03 
  2 0.660000e-04 
  2 0.290000e-04 
  4 0.290000e-04 
  6 0.600000e-05 
  4 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  67    20
  2 0.556180e-01 
  2 0.939500e-02 
  2 0.891800e-02 
  4 0.807100e-02 
  2 0.212300e-02 
  2 0.191800e-02 
  4 0.173600e-02 
  4 0.138600e-02 
  6 0.134600e-02 
  2 0.431000e-03 
  2 0.349000e-03 
  4 0.309000e-03 
  4 0.164000e-03 
  6 0.161000e-03 
  2 0.510000e-04 
  2 0.200000e-04 
  4 0.200000e-04 
  6 0.600000e-05 
  5 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  68    20
  2 0.574860e-01 
  2 0.975200e-02 
  2 0.926500e-02 
  4 0.835800e-02 
  2 0.221100e-02 
  2 0.201000e-02 
  4 0.181600e-02 
  4 0.145700e-02 
  6 0.141300e-02 
  2 0.453000e-03 
  2 0.366000e-03 
  4 0.320000e-03 
  4 0.172000e-03 
  6 0.169000e-03 
  2 0.640000e-04 
  2 0.330000e-04 
  4 0.330000e-04 
  6 0.600000e-05 
  6 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  69    20
  2 0.593900e-01 
  2 0.101160e-01 
  2 0.961700e-02 
  4 0.864800e-02 
  2 0.230500e-02 
  2 0.208800e-02 
  4 0.188300e-02 
  4 0.151300e-02 
  6 0.146600e-02 
  2 0.470000e-03 
  2 0.382000e-03 
  4 0.333000e-03 
  4 0.180000e-03 
  6 0.176000e-03 
  2 0.510000e-04 
  2 0.300000e-04 
  4 0.300000e-04 
  6 0.600000e-05 
  7 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  70    20
  2 0.613320e-01 
  2 0.104870e-01 
  2 0.997800e-02 
  4 0.894300e-02 
  2 0.239700e-02 
  2 0.217200e-02 
  4 0.194900e-02 
  4 0.157600e-02 
  6 0.152700e-02 
  2 0.487000e-03 
  2 0.399000e-03 
  4 0.346000e-03 
  4 0.189000e-03 
  6 0.185000e-03 
  2 0.530000e-04 
  2 0.230000e-04 
  4 0.230000e-04 
  6 0.600000e-05 
  8 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  71    21
  2 0.633140e-01 
  2 0.108700e-01 
  2 0.103490e-01 
  4 0.924400e-02 
  2 0.249100e-02 
  2 0.226400e-02 
  4 0.202400e-02 
  4 0.164000e-02 
  6 0.158900e-02 
  2 0.507000e-03 
  2 0.412000e-03 
  4 0.359000e-03 
  4 0.206000e-03 
  6 0.196000e-03 
  2 0.570000e-04 
  2 0.280000e-04 
  4 0.280000e-04 
  6 0.600000e-05 
  8 0.600000e-05 
  1 0.600000e-05 
  2 0.600000e-05 
          -1          -1
  72    21
  2 0.653510e-01 
  2 0.112720e-01 
  2 0.107390e-01 
  4 0.956100e-02 
  2 0.260100e-02 
  2 0.236500e-02 
  4 0.210800e-02 
  4 0.171600e-02 
  6 0.166200e-02 
  2 0.538000e-03 
  2 0.437000e-03 
  4 0.380000e-03 
  4 0.224000e-03 
  6 0.214000e-03 
  2 0.650000e-04 
  2 0.380000e-04 
  4 0.310000e-04 
  6 0.190000e-04 
  8 0.170000e-04 
  2 0.700000e-05 
  2 0.600000e-05 
          -1          -1
  73    21
  2 0.674130e-01 
  2 0.116800e-01 
  2 0.111360e-01 
  4 0.988100e-02 
  2 0.270500e-02 
  2 0.246600e-02 
  4 0.219100e-02 
  4 0.179000e-02 
  6 0.173200e-02 
  2 0.563000e-03 
  2 0.462000e-03 
  4 0.402000e-03 
  4 0.239000e-03 
  6 0.227000e-03 
  2 0.680000e-04 
  2 0.420000e-04 
  4 0.340000e-04 
  6 0.250000e-04 
  8 0.230000e-04 
  3 0.800000e-05 
  2 0.600000e-05 
          -1          -1
  74    21
  2 0.695230e-01 
  2 0.120990e-01 
  2 0.115420e-01 
  4 0.102050e-01 
  2 0.281700e-02 
  2 0.257200e-02 
  4 0.227800e-02 
  4 0.186900e-02 
  6 0.180700e-02 
  2 0.592000e-03 
  2 0.489000e-03 
  4 0.423000e-03 
  4 0.255000e-03 
  6 0.243000e-03 
  2 0.740000e-04 
  2 0.440000e-04 
  4 0.340000e-04 
  6 0.340000e-04 
  8 0.320000e-04 
  4 0.800000e-05 
  2 0.600000e-05 
          -1          -1
  75    22
  2 0.716750e-01 
  2 0.125270e-01 
  2 0.119570e-01 
  4 0.105350e-01 
  2 0.293200e-02 
  2 0.268200e-02 
  4 0.236700e-02 
  4 0.194900e-02 
  6 0.188300e-02 
  2 0.625000e-03 
  2 0.518000e-03 
  4 0.445000e-03 
  4 0.274000e-03 
  6 0.260000e-03 
  2 0.830000e-04 
  2 0.460000e-04 
  4 0.350000e-04 
  6 0.430000e-04 
  8 0.400000e-04 
  4 0.800000e-05 
  1 0.800000e-05 
  2 0.600000e-05 
          -1          -1
  76    22
  2 0.738710e-01 
  2 0.129680e-01 
  2 0.123850e-01 
  4 0.108710e-01 
  2 0.304900e-02 
  2 0.279200e-02 
  4 0.245800e-02 
  4 0.203100e-02 
  6 0.196000e-02 
  2 0.655000e-03 
  2 0.547000e-03 
  4 0.469000e-03 
  4 0.290000e-03 
  6 0.273000e-03 
  2 0.840000e-04 
  2 0.580000e-04 
  4 0.460000e-04 
  6 0.540000e-04 
  8 0.510000e-04 
  4 0.900000e-05 
  2 0.900000e-05 
  2 0.600000e-05 
          -1          -1
  77    22
  2 0.761110e-01 
  2 0.134190e-01 
  2 0.128240e-01 
  4 0.112150e-01 
  2 0.317400e-02 
  2 0.290900e-02 
  4 0.255100e-02 
  4 0.211600e-02 
  6 0.204100e-02 
  2 0.690000e-03 
  2 0.577000e-03 
  4 0.495000e-03 
  4 0.312000e-03 
  6 0.296000e-03 
  2 0.960000e-04 
  2 0.630000e-04 
  4 0.510000e-04 
  6 0.640000e-04 
  8 0.610000e-04 
  4 0.900000e-05 
  3 0.900000e-05 
  2 0.600000e-05 
          -1          -1
  78    22
  2 0.783950e-01 
  2 0.138800e-01 
  2 0.132730e-01 
  4 0.115640e-01 
  2 0.329800e-02 
  2 0.302700e-02 
  4 0.264600e-02 
  4 0.220200e-02 
  6 0.212100e-02 
  2 0.724000e-03 
  2 0.608000e-03 
  4 0.520000e-03 
  4 0.332000e-03 
  6 0.315000e-03 
  2 0.102000e-03 
  2 0.660000e-04 
  4 0.520000e-04 
  6 0.750000e-04 
  8 0.710000e-04 
  4 0.900000e-05 
  5 0.900000e-05 
  1 0.600000e-05 
          -1          -1
  79    22
  2 0.807220e-01 
  2 0.143530e-01 
  2 0.137330e-01 
  4 0.119180e-01 
  2 0.342500e-02 
  2 0.315000e-02 
  4 0.274300e-02 
  4 0.229100e-02 
  6 0.220600e-02 
  2 0.759000e-03 
  2 0.644000e-03 
  4 0.546000e-03 
  4 0.352000e-03 
  6 0.334000e-03 
  2 0.108000e-03 
  2 0.720000e-04 
  4 0.540000e-04 
  6 0.880000e-04 
  8 0.840000e-04 
  4 0.900000e-05 
  6 0.900000e-05 
  1 0.900000e-05 
          -1          -1
  80    22
  2 0.831030e-01 
  2 0.148390e-01 
  2 0.142090e-01 
  4 0.122840e-01 
  2 0.356200e-02 
  2 0.327900e-02 
  4 0.284700e-02 
  4 0.238500e-02 
  6 0.229500e-02 
  2 0.800000e-03 
  2 0.677000e-03 
  4 0.571000e-03 
  4 0.379000e-03 
  6 0.360000e-03 
  2 0.120000e-03 
  2 0.810000e-04 
  4 0.580000e-04 
  6 0.104000e-03 
  8 0.100000e-03 
  4 0.100000e-04 
  6 0.100000e-04 
  2 0.100000e-04 
          -1          -1
  81    23
  2 0.855290e-01 
  2 0.153470e-01 
  2 0.146980e-01 
  4 0.126570e-01 
  2 0.370400e-02 
  2 0.341600e-02 
  4 0.295700e-02 
  4 0.248500e-02 
  6 0.239000e-02 
  2 0.846000e-03 
  2 0.722000e-03 
  4 0.609000e-03 
  4 0.407000e-03 
  6 0.386000e-03 
  2 0.137000e-03 
  2 0.100000e-03 
  4 0.760000e-04 
  6 0.123000e-03 
  8 0.119000e-03 
  4 0.150000e-04 
  6 0.120000e-04 
  2 0.600000e-05 
  1 0.600000e-05 
          -1          -1
  82    23
  2 0.880050e-01 
  2 0.158610e-01 
  2 0.152000e-01 
  4 0.130350e-01 
  2 0.385100e-02 
  2 0.355400e-02 
  4 0.306600e-02 
  4 0.258600e-02 
  6 0.248400e-02 
  2 0.894000e-03 
  2 0.764000e-03 
  4 0.645000e-03 
  4 0.434000e-03 
  6 0.412000e-03 
  2 0.148000e-03 
  2 0.105000e-03 
  4 0.860000e-04 
  6 0.141000e-03 
  8 0.136000e-03 
  4 0.200000e-04 
  6 0.180000e-04 
  2 0.700000e-05 
  2 0.700000e-05 
          -1          -1
  83    24
  2 0.905260e-01 
  2 0.163880e-01 
  2 0.157090e-01 
  4 0.134180e-01 
  2 0.399900e-02 
  2 0.369600e-02 
  4 0.317700e-02 
  4 0.268700e-02 
  6 0.258000e-02 
  2 0.939000e-03 
  2 0.805000e-03 
  4 0.679000e-03 
  4 0.464000e-03 
  6 0.441000e-03 
  2 0.160000e-03 
  2 0.117000e-03 
  4 0.930000e-04 
  6 0.162000e-03 
  8 0.157000e-03 
  4 0.270000e-04 
  6 0.250000e-04 
  2 0.700000e-05 
  2 0.700000e-05 
  1 0.700000e-05 
          -1          -1
  84    24
  2 0.931050e-01 
  2 0.169390e-01 
  2 0.162440e-01 
  4 0.138140e-01 
  2 0.414900e-02 
  2 0.385400e-02 
  4 0.330200e-02 
  4 0.279800e-02 
  6 0.268300e-02 
  2 0.995000e-03 
  2 0.851000e-03 
  4 0.705000e-03 
  4 0.500000e-03 
  6 0.473000e-03 
  2 0.177000e-03 
  2 0.132000e-03 
  4 0.104000e-03 
  6 0.184000e-03 
